latitude,longitude,altitude(m),heading(deg),curvesize(m),rotationdir,gimbalmode,gimbalpitchangle,actiontype1,actionparam1,altitudemode,speed(m/s),poi_latitude,poi_longitude,poi_altitude(m),poi_altitudemode
-22.962940405489913,-67.78779893874001,376.5671050812225,357.36824411064487,497.31970538844666,0,1,-48.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963055332465377,-67.7877932343172,364.7892192760082,357.36824411064487,497.31970538844666,0,1,-46.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963166485324884,-67.78778771723408,352.5734974744928,357.36824411064487,497.31970538844666,0,1,-44.27081435722495,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963273728646374,-67.78778239421325,339.93482016848793,357.36824411064487,497.31970538844666,0,1,-42.27081435722495,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963166485324884,-67.78778771723408,352.5734974744928,357.36824411064487,497.31970538844666,0,1,-44.27081435722495,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963055332465377,-67.7877932343172,364.7892192760082,357.36824411064487,497.31970538844666,0,1,-46.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.962940405489913,-67.78779893874001,376.5671050812225,357.36824411064487,497.31970538844666,0,1,-48.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.96282184441554,-67.78780482355177,387.89280782482456,357.36824411064487,497.31970538844666,0,1,-50.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.962699793683853,-67.78781088158215,398.752531339459,357.36824411064487,497.31970538844666,0,1,-52.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.96282184441554,-67.78780482355177,387.89280782482456,357.36824411064487,497.31970538844666,0,1,-50.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.962940405489913,-67.78779893874001,376.5671050812225,357.36824411064487,497.31970538844666,0,1,-48.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963055332465377,-67.7877932343172,364.7892192760082,357.36824411064487,497.31970538844666,0,1,-46.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963166485324884,-67.78778771723408,352.5734974744928,357.36824411064487,497.31970538844666,0,1,-44.27081435722495,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963273728646374,-67.78778239421325,339.93482016848793,357.36824411064487,497.31970538844666,0,1,-42.27081435722495,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963166485324884,-67.78778771723408,352.5734974744928,357.36824411064487,497.31970538844666,0,1,-44.27081435722495,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963055332465377,-67.7877932343172,364.7892192760082,357.36824411064487,497.31970538844666,0,1,-46.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.962940405489913,-67.78779893874001,376.5671050812225,357.36824411064487,497.31970538844666,0,1,-48.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.96282184441554,-67.78780482355177,387.89280782482456,357.36824411064487,497.31970538844666,0,1,-50.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.962699793683853,-67.78781088158215,398.752531339459,357.36824411064487,497.31970538844666,0,1,-52.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.96282184441554,-67.78780482355177,387.89280782482456,357.36824411064487,497.31970538844666,0,1,-50.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.962940405489913,-67.78779893874001,376.5671050812225,357.36824411064487,497.31970538844666,0,1,-48.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963055332465377,-67.7877932343172,364.7892192760082,357.36824411064487,497.31970538844666,0,1,-46.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963166485324884,-67.78778771723408,352.5734974744928,357.36824411064487,497.31970538844666,0,1,-44.27081435722495,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963273728646374,-67.78778239421325,339.93482016848793,357.36824411064487,497.31970538844666,0,1,-42.27081435722495,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963166485324884,-67.78778771723408,352.5734974744928,357.36824411064487,497.31970538844666,0,1,-44.27081435722495,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963055332465377,-67.7877932343172,364.7892192760082,357.36824411064487,497.31970538844666,0,1,-46.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.962940405489913,-67.78779893874001,376.5671050812225,357.36824411064487,497.31970538844666,0,1,-48.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.96282184441554,-67.78780482355177,387.89280782482456,357.36824411064487,497.31970538844666,0,1,-50.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.962699793683853,-67.78781088158215,398.752531339459,357.36824411064487,497.31970538844666,0,1,-52.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.96282184441554,-67.78780482355177,387.89280782482456,357.36824411064487,497.31970538844666,0,1,-50.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.962940405489913,-67.78779893874001,376.5671050812225,357.36824411064487,497.31970538844666,0,1,-48.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963055332465377,-67.7877932343172,364.7892192760082,357.36824411064487,497.31970538844666,0,1,-46.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963166485324884,-67.78778771723408,352.5734974744928,357.36824411064487,497.31970538844666,0,1,-44.27081435722495,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963273728646374,-67.78778239421325,339.93482016848793,357.36824411064487,497.31970538844666,0,1,-42.27081435722495,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963166485324884,-67.78778771723408,352.5734974744928,357.36824411064487,497.31970538844666,0,1,-44.27081435722495,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963055332465377,-67.7877932343172,364.7892192760082,357.36824411064487,497.31970538844666,0,1,-46.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.962940405489913,-67.78779893874001,376.5671050812225,357.36824411064487,497.31970538844666,0,1,-48.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.96282184441554,-67.78780482355177,387.89280782482456,357.36824411064487,497.31970538844666,0,1,-50.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.962699793683853,-67.78781088158215,398.752531339459,357.36824411064487,497.31970538844666,0,1,-52.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.96282184441554,-67.78780482355177,387.89280782482456,357.36824411064487,497.31970538844666,0,1,-50.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.962940405489913,-67.78779893874001,376.5671050812225,357.36824411064487,497.31970538844666,0,1,-48.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963055332465377,-67.7877932343172,364.7892192760082,357.36824411064487,497.31970538844666,0,1,-46.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963166485324884,-67.78778771723408,352.5734974744928,357.36824411064487,497.31970538844666,0,1,-44.27081435722495,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963273728646374,-67.78778239421325,339.93482016848793,357.36824411064487,497.31970538844666,0,1,-42.27081435722495,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963166485324884,-67.78778771723408,352.5734974744928,357.36824411064487,497.31970538844666,0,1,-44.27081435722495,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963055332465377,-67.7877932343172,364.7892192760082,357.36824411064487,497.31970538844666,0,1,-46.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.962940405489913,-67.78779893874001,376.5671050812225,357.36824411064487,497.31970538844666,0,1,-48.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.96282184441554,-67.78780482355177,387.89280782482456,357.36824411064487,497.31970538844666,0,1,-50.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.962699793683853,-67.78781088158215,398.752531339459,357.36824411064487,497.31970538844666,0,1,-52.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.96282184441554,-67.78780482355177,387.89280782482456,357.36824411064487,497.31970538844666,0,1,-50.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.962940405489913,-67.78779893874001,376.5671050812225,357.36824411064487,497.31970538844666,0,1,-48.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963055332465377,-67.7877932343172,364.7892192760082,357.36824411064487,497.31970538844666,0,1,-46.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963166485324884,-67.78778771723408,352.5734974744928,357.36824411064487,497.31970538844666,0,1,-44.27081435722495,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963273728646374,-67.78778239421325,339.93482016848793,357.36824411064487,497.31970538844666,0,1,-42.27081435722495,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963166485324884,-67.78778771723408,352.5734974744928,357.36824411064487,497.31970538844666,0,1,-44.27081435722495,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963055332465377,-67.7877932343172,364.7892192760082,357.36824411064487,497.31970538844666,0,1,-46.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.962940405489913,-67.78779893874001,376.5671050812225,357.36824411064487,497.31970538844666,0,1,-48.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.96282184441554,-67.78780482355177,387.89280782482456,357.36824411064487,497.31970538844666,0,1,-50.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.962699793683853,-67.78781088158215,398.752531339459,357.36824411064487,497.31970538844666,0,1,-52.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.96282184441554,-67.78780482355177,387.89280782482456,357.36824411064487,497.31970538844666,0,1,-50.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.962940405489913,-67.78779893874001,376.5671050812225,357.36824411064487,497.31970538844666,0,1,-48.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963055332465377,-67.7877932343172,364.7892192760082,357.36824411064487,497.31970538844666,0,1,-46.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963166485324884,-67.78778771723408,352.5734974744928,357.36824411064487,497.31970538844666,0,1,-44.27081435722495,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963273728646374,-67.78778239421325,339.93482016848793,357.36824411064487,497.31970538844666,0,1,-42.27081435722495,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963166485324884,-67.78778771723408,352.5734974744928,357.36824411064487,497.31970538844666,0,1,-44.27081435722495,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963055332465377,-67.7877932343172,364.7892192760082,357.36824411064487,497.31970538844666,0,1,-46.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.962940405489913,-67.78779893874001,376.5671050812225,357.36824411064487,497.31970538844666,0,1,-48.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.96282184441554,-67.78780482355177,387.89280782482456,357.36824411064487,497.31970538844666,0,1,-50.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.962699793683853,-67.78781088158215,398.752531339459,357.36824411064487,497.31970538844666,0,1,-52.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.96282184441554,-67.78780482355177,387.89280782482456,357.36824411064487,497.31970538844666,0,1,-50.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.962940405489913,-67.78779893874001,376.5671050812225,357.36824411064487,497.31970538844666,0,1,-48.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963055332465377,-67.7877932343172,364.7892192760082,357.36824411064487,497.31970538844666,0,1,-46.27081435722494,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
-22.963166485324884,-67.78778771723408,352.5734974744928,357.36824411064487,497.31970538844666,0,1,-44.27081435722495,-1,0,0,1.5,-22.959957069999998,-67.78794702999998,5.409000000841843,0
